"idInvoice","creationDate","idCustomer","idSeller","lastDate"
121854,"2010-07-17 06:16:52",23746,5486,"2020-06-23 14:25:26"
121855,"2010-07-25 07:33:38",23746,6951,"2020-06-23 14:25:26"
121856,"2010-08-01 16:48:08",23746,5495,"2020-06-23 14:25:26"
121857,"2010-08-13 09:39:06",23746,6951,"2020-06-23 14:25:26"
121858,"2010-08-26 20:57:58",23746,5498,"2020-06-23 14:25:26"
121859,"2010-09-15 23:15:38",23746,5508,"2020-06-23 14:25:26"
121860,"2010-09-19 08:16:48",23746,6951,"2020-06-23 14:25:26"
121861,"2010-10-16 19:06:34",23746,6951,"2020-06-23 14:25:26"
121862,"2010-10-29 17:24:44",23746,5495,"2020-06-23 14:25:26"
121863,"2010-11-15 02:58:30",23746,5508,"2020-06-23 14:25:26"
121864,"2010-11-22 04:32:06",23746,5486,"2020-06-23 14:25:26"
121865,"2010-11-25 14:40:12",23746,5486,"2020-06-23 14:25:26"
121866,"2010-12-11 04:15:56",23746,5498,"2020-06-23 14:25:26"
121867,"2011-01-05 06:20:52",23746,5498,"2020-06-23 14:25:26"
121868,"2011-01-20 09:21:58",23746,5508,"2020-06-23 14:25:26"
121869,"2011-02-05 20:17:28",23746,5486,"2020-06-23 14:25:26"
121870,"2011-02-12 03:00:18",23746,5495,"2020-06-23 14:25:26"
121871,"2011-03-02 01:25:44",23746,5498,"2020-06-23 14:25:26"
121872,"2011-03-11 14:32:18",23746,5486,"2020-06-23 14:25:26"
121873,"2011-03-26 05:52:52",23746,5486,"2020-06-23 14:25:26"
121874,"2011-04-11 10:34:32",23746,5495,"2020-06-23 14:25:26"
121875,"2011-04-24 08:46:50",23746,6945,"2020-06-23 14:25:26"
121876,"2013-07-03 09:52:56",23747,5495,"2020-06-23 14:25:26"
121877,"2013-08-09 07:01:10",23747,6945,"2020-06-23 14:25:26"
121878,"2013-08-30 12:53:26",23747,5498,"2020-06-23 14:25:26"
121879,"2013-09-22 17:26:04",23747,5486,"2020-06-23 14:25:26"
121880,"2013-10-30 04:34:28",23747,5498,"2020-06-23 14:25:26"
121881,"2013-11-08 15:02:44",23747,5486,"2020-06-23 14:25:26"
121882,"2013-11-13 16:51:32",23747,5498,"2020-06-23 14:25:26"
121883,"2013-11-24 22:38:28",23747,5486,"2020-06-23 14:25:26"
121884,"2013-12-01 13:08:06",23747,5496,"2020-06-23 14:25:26"
121885,"2013-12-06 21:12:12",23747,5486,"2020-06-23 14:25:26"
121886,"2013-12-21 15:52:20",23747,5508,"2020-06-23 14:25:26"
121887,"2014-01-23 23:42:26",23747,5486,"2020-06-23 14:25:26"
121888,"2007-07-10 19:03:54",23748,5486,"2020-06-23 14:25:26"
121889,"2007-08-15 22:01:18",23748,5498,"2020-06-23 14:25:26"
121890,"2007-09-20 17:48:42",23748,5498,"2020-06-23 14:25:26"
121891,"2007-10-01 14:24:36",23748,6951,"2020-06-23 14:25:26"
121892,"2007-10-15 02:05:48",23748,5495,"2020-06-23 14:25:26"
121893,"2016-07-10 23:48:16",23749,5508,"2020-06-23 14:25:26"
121894,"2016-08-10 23:21:02",23749,6951,"2020-06-23 14:25:26"
121895,"2016-09-05 23:43:42",23749,5496,"2020-06-23 14:25:26"
121896,"2016-09-16 19:51:50",23749,5486,"2020-06-23 14:25:26"
121897,"2016-09-28 17:43:46",23749,5498,"2020-06-23 14:25:26"
121898,"2016-10-13 12:31:22",23749,6945,"2020-06-23 14:25:26"
121899,"2016-10-28 13:29:10",23749,5486,"2020-06-23 14:25:26"
121900,"2016-11-07 00:39:04",23749,5495,"2020-06-23 14:25:26"
121901,"2016-11-22 10:08:06",23749,5496,"2020-06-23 14:25:26"
121902,"2016-11-28 14:49:46",23749,6951,"2020-06-23 14:25:26"
121903,"2016-12-05 03:01:08",23749,5498,"2020-06-23 14:25:26"
121904,"2011-07-01 21:06:48",23750,5486,"2020-06-23 14:25:26"
121905,"2011-07-20 05:46:10",23750,6951,"2020-06-23 14:25:26"
121906,"2011-08-17 03:20:54",23750,5486,"2020-06-23 14:25:26"
121907,"2011-09-03 12:41:12",23750,5496,"2020-06-23 14:25:26"
121908,"2011-09-23 19:00:42",23750,5486,"2020-06-23 14:25:26"
121909,"2011-10-02 10:34:20",23750,5508,"2020-06-23 14:25:26"
121910,"2016-07-03 03:54:40",23751,5486,"2020-06-23 14:25:26"
121911,"2016-07-27 01:23:18",23751,5486,"2020-06-23 14:25:26"
121912,"2016-08-31 15:43:54",23751,5498,"2020-06-23 14:25:26"
121913,"2016-09-03 10:02:44",23751,5496,"2020-06-23 14:25:26"
121914,"2016-10-05 08:09:10",23751,5486,"2020-06-23 14:25:26"
121915,"2016-10-18 05:56:12",23751,5486,"2020-06-23 14:25:26"
121916,"2016-10-31 13:32:16",23751,6945,"2020-06-23 14:25:26"
121917,"2016-11-15 05:05:18",23751,6945,"2020-06-23 14:25:26"
121918,"2016-11-18 04:57:32",23751,6945,"2020-06-23 14:25:26"
121919,"2016-12-01 06:27:48",23751,6951,"2020-06-23 14:25:26"
121920,"2016-12-09 06:56:40",23751,5498,"2020-06-23 14:25:26"
121921,"2016-12-18 22:45:10",23751,5498,"2020-06-23 14:25:26"
121922,"2019-07-16 09:39:52",23752,6951,"2020-06-23 14:25:26"
121923,"2019-08-04 16:42:10",23752,6945,"2020-06-23 14:25:26"
121924,"2019-08-29 11:20:44",23752,5508,"2020-06-23 14:25:26"
121925,"2019-09-13 20:01:52",23752,5486,"2020-06-23 14:25:26"
121926,"2019-09-16 12:59:22",23752,5496,"2020-06-23 14:25:26"
121927,"2019-09-28 08:51:44",23752,6951,"2020-06-23 14:25:26"
121928,"2019-10-19 02:41:10",23752,5496,"2020-06-23 14:25:26"
121929,"2019-10-28 23:42:26",23752,5495,"2020-06-23 14:25:26"
121930,"2019-11-13 14:50:50",23752,5508,"2020-06-23 14:25:26"
121931,"2019-11-21 03:23:12",23752,5508,"2020-06-23 14:25:26"
121932,"2017-06-25 16:42:54",23753,6951,"2020-06-23 14:25:26"
121933,"2017-07-11 11:53:26",23753,6951,"2020-06-23 14:25:26"
121934,"2017-08-12 11:24:06",23753,5486,"2020-06-23 14:25:26"
121935,"2017-09-15 16:36:24",23753,5486,"2020-06-23 14:25:26"
121936,"2017-09-23 10:56:28",23753,5495,"2020-06-23 14:25:26"
121937,"2017-10-04 19:26:48",23753,5498,"2020-06-23 14:25:26"
121938,"2017-10-19 21:17:04",23753,5486,"2020-06-23 14:25:26"
121939,"2017-10-23 03:21:00",23753,6951,"2020-06-23 14:25:26"
121940,"2017-11-07 19:41:30",23753,6945,"2020-06-23 14:25:26"
121941,"2017-11-19 14:16:18",23753,5498,"2020-06-23 14:25:26"
121942,"2017-12-22 03:08:02",23753,6945,"2020-06-23 14:25:26"
121943,"2018-01-02 07:47:56",23753,5498,"2020-06-23 14:25:26"
121944,"2018-01-07 11:06:54",23753,6951,"2020-06-23 14:25:26"
121945,"2018-01-25 16:49:14",23753,6945,"2020-06-23 14:25:26"
121946,"2018-02-10 21:16:48",23753,5498,"2020-06-23 14:25:26"
121947,"2018-03-05 22:07:58",23753,5486,"2020-06-23 14:25:26"
121948,"2018-03-22 17:00:18",23753,6945,"2020-06-23 14:25:26"
121949,"2018-04-03 13:12:16",23753,5486,"2020-06-23 14:25:26"
121950,"2018-05-01 19:58:38",23753,5508,"2020-06-23 14:25:26"
121951,"2018-07-25 15:42:32",23754,6951,"2020-06-23 14:25:26"
121952,"2018-08-19 06:26:40",23754,5486,"2020-06-23 14:25:26"
121953,"2018-09-15 21:49:44",23754,5508,"2020-06-23 14:25:26"
121954,"2018-09-21 09:02:50",23754,6951,"2020-06-23 14:25:26"
121955,"2018-10-07 16:12:28",23754,5496,"2020-06-23 14:25:26"
121956,"2018-10-28 15:31:04",23754,5495,"2020-06-23 14:25:26"
121957,"2018-11-24 01:11:38",23754,5486,"2020-06-23 14:25:26"
121958,"2018-12-28 23:30:48",23754,6945,"2020-06-23 14:25:26"
121959,"2019-01-01 14:49:32",23754,5498,"2020-06-23 14:25:26"
121960,"2019-01-06 15:14:38",23754,5508,"2020-06-23 14:25:26"
121961,"2019-01-10 05:54:54",23754,5496,"2020-06-23 14:25:26"
121962,"2014-07-09 02:24:32",23755,5496,"2020-06-23 14:25:26"
121963,"2014-07-12 09:46:58",23755,6951,"2020-06-23 14:25:26"
121964,"2014-08-05 10:29:12",23755,5496,"2020-06-23 14:25:26"
121965,"2014-08-09 17:39:00",23755,5498,"2020-06-23 14:25:26"
121966,"2014-09-14 15:21:10",23755,5498,"2020-06-23 14:25:26"
121967,"2014-10-07 11:22:44",23755,6951,"2020-06-23 14:25:26"
121968,"2019-07-28 18:33:10",23756,5498,"2020-06-23 14:25:26"
121969,"2019-08-15 05:30:14",23756,5496,"2020-06-23 14:25:26"
121970,"2019-08-19 14:21:38",23756,6951,"2020-06-23 14:25:26"
121971,"2019-09-15 09:15:06",23756,5508,"2020-06-23 14:25:26"
121972,"2019-10-05 01:44:18",23756,5508,"2020-06-23 14:25:26"
121973,"2019-10-28 20:20:04",23756,5495,"2020-06-23 14:25:26"
121974,"2019-11-13 10:03:46",23756,6951,"2020-06-23 14:25:26"
121975,"2019-11-18 07:52:42",23756,5486,"2020-06-23 14:25:26"
121976,"2019-11-29 23:43:16",23756,5486,"2020-06-23 14:25:26"
121977,"2019-12-10 15:30:52",23756,5486,"2020-06-23 14:25:26"
121978,"2019-12-27 06:59:52",23756,5486,"2020-06-23 14:25:26"
121979,"2020-01-12 01:09:18",23756,5496,"2020-06-23 14:25:26"
121980,"2020-01-24 11:59:30",23756,6945,"2020-06-23 14:25:26"
121981,"2020-01-31 19:06:16",23756,5486,"2020-06-23 14:25:26"
121982,"2020-02-02 21:01:16",23756,6951,"2020-06-23 14:25:26"
121983,"2020-02-06 16:27:42",23756,6951,"2020-06-23 14:25:26"
121984,"2020-02-11 20:35:52",23756,5508,"2020-06-23 14:25:26"
121985,"2020-02-17 22:31:18",23756,5496,"2020-06-23 14:25:26"
121986,"2008-07-05 01:42:36",23757,5508,"2020-06-23 14:25:26"
121987,"2008-07-10 19:14:48",23757,5495,"2020-06-23 14:25:26"
121988,"2008-07-13 17:46:36",23757,6951,"2020-06-23 14:25:26"
121989,"2008-07-18 05:28:34",23757,5498,"2020-06-23 14:25:26"
121990,"2008-08-01 22:51:08",23757,5486,"2020-06-23 14:25:26"
121991,"2008-08-14 02:22:26",23757,5498,"2020-06-23 14:25:26"
121992,"2008-09-12 05:48:10",23757,6945,"2020-06-23 14:25:26"
121993,"2016-06-28 10:58:26",23758,5756,"2020-06-23 14:25:26"
121994,"2016-07-31 21:40:36",23758,5520,"2020-06-23 14:25:26"
121995,"2016-08-08 17:46:44",23758,5751,"2020-06-23 14:25:26"
121996,"2016-08-17 18:21:44",23758,6603,"2020-06-23 14:25:26"
121997,"2016-08-20 16:55:38",23758,6680,"2020-06-23 14:25:26"
121998,"2016-09-22 00:38:24",23758,5755,"2020-06-23 14:25:26"
121999,"2016-09-28 18:02:02",23758,6699,"2020-06-23 14:25:26"
122000,"2016-10-07 18:03:58",23758,6169,"2020-06-23 14:25:26"
122001,"2016-10-09 21:23:14",23758,5744,"2020-06-23 14:25:26"
122002,"2016-11-15 02:29:16",23758,5744,"2020-06-23 14:25:26"
122003,"2017-07-20 17:14:50",23759,5672,"2020-06-23 14:25:26"
122004,"2017-07-25 21:20:06",23759,5663,"2020-06-23 14:25:26"
122005,"2017-08-01 05:18:26",23759,5751,"2020-06-23 14:25:26"
122006,"2017-08-21 11:14:58",23759,5758,"2020-06-23 14:25:26"
122007,"2017-09-29 20:29:22",23759,6678,"2020-06-23 14:25:26"
122008,"2017-10-13 00:10:16",23759,6909,"2020-06-23 14:25:26"
122009,"2017-10-19 02:22:28",23759,6322,"2020-06-23 14:25:26"
122010,"2017-11-02 00:16:56",23759,5672,"2020-06-23 14:25:26"
122011,"2017-11-15 02:28:08",23759,6182,"2020-06-23 14:25:26"
122012,"2017-11-27 10:03:20",23759,5744,"2020-06-23 14:25:26"
122013,"2017-12-02 01:39:30",23759,6693,"2020-06-23 14:25:26"
122014,"2017-12-13 12:56:28",23759,5751,"2020-06-23 14:25:26"
122015,"2017-12-22 06:32:26",23759,5663,"2020-06-23 14:25:26"
122016,"2017-12-26 04:29:34",23759,6322,"2020-06-23 14:25:26"
122017,"2013-07-21 22:18:19",23760,6699,"2020-06-23 14:25:27"
122018,"2007-07-06 14:20:43",23761,5744,"2020-06-23 14:25:27"
122019,"2007-08-07 21:40:09",23761,6678,"2020-06-23 14:25:27"
122020,"2007-08-10 22:31:33",23761,6696,"2020-06-23 14:25:27"
122021,"2007-09-08 12:13:37",23761,6202,"2020-06-23 14:25:27"
122022,"2007-10-09 00:38:11",23761,6696,"2020-06-23 14:25:27"
122023,"2007-10-14 04:03:47",23761,5542,"2020-06-23 14:25:27"
122024,"2007-10-16 23:40:59",23761,5533,"2020-06-23 14:25:27"
122025,"2007-10-25 00:51:21",23761,6699,"2020-06-23 14:25:27"
122026,"2016-07-16 23:10:43",23762,6901,"2020-06-23 14:25:27"
122027,"2016-07-20 03:05:59",23762,6680,"2020-06-23 14:25:27"
122028,"2016-08-14 09:59:33",23762,5751,"2020-06-23 14:25:27"
122029,"2016-08-24 03:33:35",23762,5758,"2020-06-23 14:25:27"
122030,"2016-09-11 22:46:51",23762,6693,"2020-06-23 14:25:27"
122031,"2016-09-25 16:10:39",23762,5758,"2020-06-23 14:25:27"
122032,"2016-10-13 13:35:41",23762,5658,"2020-06-23 14:25:27"
122033,"2016-10-24 16:22:03",23762,5533,"2020-06-23 14:25:27"
122034,"2016-11-02 22:05:49",23762,5672,"2020-06-23 14:25:27"
122035,"2016-11-13 06:15:45",23762,5758,"2020-06-23 14:25:27"
122036,"2016-11-17 12:14:57",23762,6678,"2020-06-23 14:25:27"
122037,"2008-07-27 08:53:33",23763,5672,"2020-06-23 14:25:27"
122038,"2008-08-08 19:33:25",23763,6603,"2020-06-23 14:25:27"
122039,"2008-09-02 19:48:31",23763,6182,"2020-06-23 14:25:27"
122040,"2008-09-17 19:30:09",23763,6902,"2020-06-23 14:25:27"
122041,"2008-09-21 07:33:35",23763,6680,"2020-06-23 14:25:27"
122042,"2008-10-23 21:04:49",23763,5751,"2020-06-23 14:25:27"
122043,"2008-11-04 11:17:21",23763,6682,"2020-06-23 14:25:27"
122044,"2008-11-12 13:20:31",23763,6603,"2020-06-23 14:25:27"
122045,"2008-11-15 00:56:15",23763,6909,"2020-06-23 14:25:27"
122046,"2008-12-01 17:52:17",23763,6902,"2020-06-23 14:25:27"
122047,"2008-12-07 14:02:37",23763,5520,"2020-06-23 14:25:27"
122048,"2009-01-05 09:26:51",23763,6909,"2020-06-23 14:25:27"
122049,"2009-01-18 03:49:17",23763,6678,"2020-06-23 14:25:27"
122050,"2009-02-01 09:05:39",23763,5744,"2020-06-23 14:25:27"
122051,"2009-02-27 00:06:51",23763,6169,"2020-06-23 14:25:27"
122052,"2009-03-12 03:44:51",23763,6696,"2020-06-23 14:25:27"
122053,"2009-03-16 14:17:09",23763,6202,"2020-06-23 14:25:27"
122054,"2009-03-28 23:32:23",23763,5533,"2020-06-23 14:25:27"
122055,"2009-04-07 00:12:25",23763,5542,"2020-06-23 14:25:27"
122056,"2009-05-14 10:25:31",23763,5755,"2020-06-23 14:25:27"
122057,"2009-06-08 19:26:45",23763,5758,"2020-06-23 14:25:27"
122058,"2009-06-15 12:06:53",23763,5533,"2020-06-23 14:25:27"
122059,"2009-06-17 16:44:41",23763,5533,"2020-06-23 14:25:27"
122060,"2009-07-22 06:46:33",23763,6202,"2020-06-23 14:25:27"
122061,"2009-08-07 02:09:39",23763,6909,"2020-06-23 14:25:27"
122062,"2009-08-29 17:46:15",23763,5758,"2020-06-23 14:25:27"
122063,"2009-09-04 04:26:23",23763,5756,"2020-06-23 14:25:27"
122064,"2009-09-17 09:35:09",23763,6909,"2020-06-23 14:25:27"
122065,"2009-09-26 16:35:21",23763,6678,"2020-06-23 14:25:27"
122066,"2009-10-24 19:11:47",23763,6182,"2020-06-23 14:25:27"
122067,"2009-11-13 23:02:25",23763,5542,"2020-06-23 14:25:27"
122068,"2009-11-24 11:14:07",23763,5663,"2020-06-23 14:25:27"
122069,"2009-12-07 17:47:09",23763,5542,"2020-06-23 14:25:27"
122070,"2009-12-19 15:52:15",23763,6666,"2020-06-23 14:25:27"
122071,"2010-01-15 07:59:09",23763,5758,"2020-06-23 14:25:27"
122072,"2010-01-27 18:31:19",23763,6182,"2020-06-23 14:25:27"
122073,"2010-01-31 18:12:19",23763,5533,"2020-06-23 14:25:27"
122074,"2010-02-07 22:40:49",23763,6696,"2020-06-23 14:25:27"
122075,"2010-02-17 09:43:01",23763,5658,"2020-06-23 14:25:27"
122076,"2010-03-03 03:11:13",23763,6666,"2020-06-23 14:25:27"
122077,"2010-03-06 08:27:59",23763,5672,"2020-06-23 14:25:27"
122078,"2010-03-10 11:13:37",23763,6680,"2020-06-23 14:25:27"
122079,"2010-03-13 16:50:59",23763,5658,"2020-06-23 14:25:27"
122080,"2010-03-19 21:43:45",23763,6182,"2020-06-23 14:25:27"
122081,"2010-03-22 01:32:17",23763,5755,"2020-06-23 14:25:27"
122082,"2010-04-06 01:29:29",23763,5758,"2020-06-23 14:25:27"
122083,"2010-04-17 09:12:05",23763,6202,"2020-06-23 14:25:27"
122084,"2010-04-29 17:33:25",23763,6699,"2020-06-23 14:25:27"
122085,"2010-05-31 23:15:53",23763,6699,"2020-06-23 14:25:27"
122086,"2010-07-04 21:33:39",23763,6901,"2020-06-23 14:25:27"
122087,"2010-07-12 03:26:51",23763,5520,"2020-06-23 14:25:27"
122088,"2010-08-14 18:08:39",23763,6182,"2020-06-23 14:25:27"
122089,"2010-09-14 11:55:47",23763,6682,"2020-06-23 14:25:27"
122090,"2010-09-23 23:38:35",23763,6680,"2020-06-23 14:25:27"
122091,"2010-10-07 09:25:39",23763,6696,"2020-06-23 14:25:27"
122092,"2010-10-19 05:00:51",23763,6182,"2020-06-23 14:25:27"
122093,"2010-10-27 15:43:07",23763,5672,"2020-06-23 14:25:27"
122094,"2010-11-06 21:05:05",23763,6678,"2020-06-23 14:25:27"
122095,"2010-11-23 19:41:59",23763,6182,"2020-06-23 14:25:27"
122096,"2010-12-05 18:44:05",23763,5658,"2020-06-23 14:25:27"
122097,"2011-01-07 15:38:49",23763,5520,"2020-06-23 14:25:27"
122098,"2011-01-10 18:30:33",23763,5542,"2020-06-23 14:25:27"
122099,"2011-01-16 04:04:57",23763,6680,"2020-06-23 14:25:27"
122100,"2011-02-06 17:01:03",23763,6901,"2020-06-23 14:25:27"
122101,"2011-02-14 23:58:41",23763,6682,"2020-06-23 14:25:27"
122102,"2011-02-18 21:04:41",23763,5744,"2020-06-23 14:25:27"
122103,"2007-07-26 18:46:05",23764,5520,"2020-06-23 14:25:27"
122104,"2007-08-19 18:46:11",23764,5663,"2020-06-23 14:25:27"
122105,"2007-08-30 09:59:03",23764,5751,"2020-06-23 14:25:27"
122106,"2007-09-20 11:24:45",23764,5744,"2020-06-23 14:25:27"
122107,"2007-10-03 15:02:59",23764,6682,"2020-06-23 14:25:27"
122108,"2007-10-07 04:24:17",23764,6202,"2020-06-23 14:25:27"
122109,"2007-10-11 12:54:51",23764,6322,"2020-06-23 14:25:27"
122110,"2007-10-14 13:17:21",23764,6666,"2020-06-23 14:25:27"
122111,"2007-11-10 00:51:31",23764,5751,"2020-06-23 14:25:27"
122112,"2007-12-15 04:44:25",23764,6666,"2020-06-23 14:25:27"
122113,"2008-01-06 02:20:17",23764,5663,"2020-06-23 14:25:27"
122114,"2008-01-18 08:09:45",23764,6666,"2020-06-23 14:25:27"
122115,"2008-02-04 02:54:07",23764,6182,"2020-06-23 14:25:27"
122116,"2008-02-16 01:45:55",23764,5672,"2020-06-23 14:25:27"
122117,"2008-03-02 10:47:27",23764,6696,"2020-06-23 14:25:27"
122118,"2008-03-27 18:37:03",23764,6666,"2020-06-23 14:25:27"
122119,"2019-07-08 17:35:05",23765,6202,"2020-06-23 14:25:27"
122120,"2019-07-27 10:08:15",23765,5520,"2020-06-23 14:25:27"
122121,"2019-08-16 15:05:55",23765,6901,"2020-06-23 14:25:27"
122122,"2019-08-25 04:24:15",23765,6693,"2020-06-23 14:25:27"
122123,"2019-09-15 09:49:09",23765,6678,"2020-06-23 14:25:27"
122124,"2019-09-20 16:31:03",23765,6169,"2020-06-23 14:25:27"
122125,"2019-09-29 17:35:09",23765,6699,"2020-06-23 14:25:27"
122126,"2019-11-02 05:54:29",23765,6182,"2020-06-23 14:25:27"
122127,"2019-11-08 16:53:57",23765,5658,"2020-06-23 14:25:27"
122128,"2011-07-16 13:04:51",23766,5755,"2020-06-23 14:25:27"
122129,"2011-08-04 02:35:33",23766,6901,"2020-06-23 14:25:27"
122130,"2011-08-13 00:11:33",23766,6909,"2020-06-23 14:25:27"
122131,"2011-08-23 17:05:55",23766,6666,"2020-06-23 14:25:27"
122132,"2011-09-08 17:18:19",23766,5520,"2020-06-23 14:25:27"
122133,"2011-09-21 01:35:31",23766,6322,"2020-06-23 14:25:27"
122134,"2011-09-29 11:10:35",23766,6901,"2020-06-23 14:25:27"
122135,"2011-10-05 21:39:25",23766,6680,"2020-06-23 14:25:27"
122136,"2011-10-13 19:30:51",23766,5744,"2020-06-23 14:25:27"
122137,"2011-10-20 12:23:17",23766,5663,"2020-06-23 14:25:27"
122138,"2011-10-27 07:10:59",23766,5542,"2020-06-23 14:25:27"
122139,"2011-11-12 17:13:33",23766,5542,"2020-06-23 14:25:27"
122140,"2011-11-25 07:22:55",23766,6666,"2020-06-23 14:25:27"
122141,"2011-11-27 11:11:17",23766,6902,"2020-06-23 14:25:27"
122142,"2011-12-30 01:19:07",23766,6680,"2020-06-23 14:25:27"
122143,"2011-07-10 07:44:25",23767,6666,"2020-06-23 14:25:27"
122144,"2011-07-29 09:21:07",23767,5756,"2020-06-23 14:25:27"
122145,"2011-08-14 13:24:27",23767,5756,"2020-06-23 14:25:27"
122146,"2011-09-17 06:01:51",23767,5755,"2020-06-23 14:25:27"
122147,"2011-10-15 02:17:05",23767,5539,"2020-06-23 14:25:27"
122148,"2011-11-04 22:50:29",23767,6603,"2020-06-23 14:25:27"
122149,"2011-11-19 06:28:33",23767,6682,"2020-06-23 14:25:27"
122150,"2011-11-28 14:13:25",23767,6322,"2020-06-23 14:25:27"
122151,"2011-12-02 06:59:51",23767,5756,"2020-06-23 14:25:27"
122152,"2011-12-05 15:09:19",23767,6169,"2020-06-23 14:25:27"
122153,"2011-12-20 10:34:55",23767,5533,"2020-06-23 14:25:27"
122154,"2012-01-04 20:02:31",23767,5520,"2020-06-23 14:25:27"
122155,"2012-01-10 14:35:57",23767,5663,"2020-06-23 14:25:27"
122156,"2012-01-18 06:45:21",23767,5756,"2020-06-23 14:25:27"
122157,"2012-01-29 09:25:47",23767,6902,"2020-06-23 14:25:27"
122158,"2012-02-02 01:34:31",23767,6901,"2020-06-23 14:25:27"
122159,"2012-02-04 10:29:25",23767,5520,"2020-06-23 14:25:27"
122160,"2012-02-25 03:02:13",23767,5744,"2020-06-23 14:25:27"
122161,"2012-03-23 12:23:21",23767,6696,"2020-06-23 14:25:27"
122162,"2012-03-30 01:12:37",23767,6182,"2020-06-23 14:25:27"
122163,"2017-07-18 00:59:17",23768,5582,"2020-06-23 14:25:27"
122164,"2017-08-16 08:44:07",23768,5544,"2020-06-23 14:25:27"
122165,"2017-08-27 19:12:41",23768,5554,"2020-06-23 14:25:27"
122166,"2017-09-30 03:22:07",23768,5565,"2020-06-23 14:25:27"
122167,"2017-10-27 20:30:19",23768,5551,"2020-06-23 14:25:27"
122168,"2017-11-08 02:31:33",23768,5582,"2020-06-23 14:25:27"
122169,"2017-11-20 19:46:47",23768,5554,"2020-06-23 14:25:27"
122170,"2017-11-28 00:42:17",23768,5565,"2020-06-23 14:25:27"
122171,"2014-06-27 17:08:47",23769,5554,"2020-06-23 14:25:27"
122172,"2014-07-03 04:09:07",23769,5554,"2020-06-23 14:25:27"
